Age;Monthly Salary;Have you ever been refused a U.S. Visa?;Is your mother in the U.S.?;Do you have any immediate relatives, not including parents in the U.S.?;Do you have any other relatives in the United States?;MARRIED;COMMON LAW MARRIAGE;SINGLE;WIDOWED;Ha_Viajado_Binario;y
-1.49;-1.25;1;0;0;1;0;0;1;0;0;0
-0.33;1.44;0;1;0;0;1;0;0;0;1;0
0.21;1.55;0;1;0;1;1;0;1;1;1;0
1.64;0.19;1;0;0;0;0;1;0;0;0;0
-0.06;1.52;0;0;0;1;1;1;1;0;0;0
0.48;-1.38;0;1;1;0;0;0;0;0;0;1
-0.67;-1.17;0;0;0;1;1;1;0;0;1;0
0.69;-1.39;0;0;1;1;0;1;0;1;1;0
1.43;-0.43;0;0;1;1;1;1;1;0;1;0
-0.4;1.71;1;0;1;0;0;0;0;1;0;0
0.75;1.56;1;0;1;1;0;1;1;1;1;0
0.82;0.57;0;0;0;1;1;1;0;1;1;0
1.5;-1.29;0;1;1;0;0;1;1;1;0;0
1.64;-1.68;0;1;1;1;0;0;1;0;0;1
1.03;-0.67;0;0;1;0;1;0;0;0;0;1
-0.33;0.32;0;0;1;1;0;0;0;0;0;1
1.43;1.14;1;1;0;1;1;0;0;1;0;0
-0.88;-1.3;0;0;0;0;0;0;1;1;1;0
0.28;1.19;0;1;0;1;1;0;0;0;0;0
0.41;-0.48;1;1;0;0;0;0;1;0;1;0
-1.29;-0.49;0;1;0;1;1;0;0;1;1;0
0.69;1.54;1;0;1;1;0;1;1;1;1;0
0.55;0.38;1;1;0;0;0;1;0;0;1;0
-0.67;-0.42;0;0;0;0;1;0;0;1;0;0
0.14;1.44;0;0;1;1;1;0;0;1;0;0
0.35;1.62;0;1;1;0;0;0;1;1;0;0
-0.81;-0.45;0;0;0;0;0;1;0;1;1;0
-0.81;-0.72;1;1;0;0;1;1;1;0;1;0
0.35;-0.62;1;1;0;1;1;1;1;0;1;0
0.28;0.06;1;0;1;1;1;1;0;0;1;0
1.5;0.53;0;1;1;1;0;0;1;0;0;1
0.07;0.29;0;1;0;1;0;0;0;1;0;0
-0.27;1.13;0;1;0;0;1;0;0;0;0;0
1.16;-1.48;1;0;0;0;1;0;1;1;1;0
-0.95;-1.18;0;0;1;1;1;0;1;1;1;0
-1.56;-0.19;0;1;1;0;1;0;0;0;1;0
0.96;1.22;1;0;1;1;1;1;0;0;0;0
-0.95;-1.07;0;0;1;1;0;1;0;0;1;0
0.01;0.45;1;1;0;1;0;1;0;1;1;0
0.21;-0.15;0;1;1;0;0;1;1;0;0;0
1.16;0.24;0;1;0;1;1;1;0;1;0;0
1.43;0.18;1;0;0;0;1;1;1;0;0;0
1.03;-1.26;0;0;0;1;1;0;0;1;1;0
-1.29;-0.79;0;0;0;0;0;0;0;1;0;0
-1.49;-1.52;1;1;0;1;1;0;1;1;1;0
-1.35;1.56;1;0;0;0;0;1;1;0;1;0
1.16;-0.97;1;1;1;0;0;0;1;1;1;0
1.43;-0.71;1;0;0;1;1;1;1;1;1;0
-1.29;1.3;0;0;0;1;0;0;0;0;0;0
-0.74;-0.42;1;0;1;1;1;1;1;0;0;0
-0.33;-0.74;0;0;1;0;0;0;0;0;0;1
-1.29;1.05;1;0;0;0;0;0;0;0;0;0
0.48;0.66;1;1;0;0;0;1;1;0;0;0
-0.33;0.27;1;0;0;0;0;0;0;0;1;0
-0.2;0.7;0;1;0;0;1;0;1;1;0;0
-0.67;-0.17;0;1;0;0;1;1;1;0;0;0
0.28;-0.22;0;1;1;1;0;0;0;1;0;0
0.35;0.42;1;0;0;1;1;1;1;1;0;0
-0.13;0.99;1;1;0;1;0;1;0;1;0;0
-0.13;0.68;1;0;0;1;0;0;1;1;0;0
0.35;-0.3;1;0;0;1;0;1;0;0;0;0
0.89;-0.22;0;0;0;1;0;1;1;1;1;0
0.48;1.04;1;1;0;0;0;1;1;1;0;0
-1.08;-1.02;1;1;0;1;1;0;0;1;1;0
0.62;-1.26;1;0;0;0;1;0;0;0;1;0
-0.47;0.73;1;1;1;0;1;0;1;0;0;0
-1.69;-0.49;0;1;0;1;1;0;0;0;1;0
-0.47;-0.72;0;1;0;1;1;0;0;1;0;0
-0.2;-1.37;0;1;0;1;0;1;1;1;0;0
-1.49;1.49;0;1;0;0;0;1;0;0;0;0
-0.33;0.18;0;0;0;1;1;1;0;0;1;0
-1.22;-0.61;1;0;1;1;0;0;0;1;1;0
-1.56;0.7;1;0;0;0;1;1;0;1;1;0
0.75;1.56;0;0;1;0;1;0;1;1;1;0
-0.88;-1.03;0;1;1;1;0;0;0;1;0;0
-1.29;1.29;1;0;1;0;0;0;0;1;1;0
0.89;-0.39;1;0;1;1;0;1;1;0;1;0
-0.33;1.07;1;1;0;1;1;1;1;1;1;0
-1.69;-0.67;0;0;0;0;0;1;0;0;1;0
0.82;0.47;1;0;1;0;0;0;1;0;0;1
-0.27;0.63;1;1;0;1;1;0;1;1;1;0
-1.29;-0.62;1;1;1;0;0;1;0;0;1;0
1.09;-1.46;0;1;1;0;1;1;1;1;0;0
1.7;-0.98;0;1;0;1;1;1;1;0;0;0
0.21;0.92;1;0;1;0;1;1;0;1;0;0
-1.35;-0.77;0;0;1;1;0;0;1;1;0;0
-0.67;-1.45;1;1;1;1;1;1;1;1;1;0
1.23;-0.61;1;1;0;1;0;1;0;0;0;0
1.5;0.06;0;0;1;1;1;0;0;1;1;0
-0.13;-0.61;1;0;1;1;1;1;1;1;1;0
1.23;-1.67;1;1;1;1;1;1;1;0;1;0
1.57;0.5;0;0;0;1;0;0;0;0;1;0
-0.95;1;1;0;0;1;1;1;0;1;1;0
1.5;-1.58;0;1;0;0;1;1;1;1;0;0
1.57;1.42;1;0;1;1;0;1;1;1;1;0
1.57;0.9;1;0;1;0;1;0;1;1;1;0
-0.61;-1.47;1;1;0;0;0;0;0;0;1;0
1.5;-0.78;0;0;1;1;0;1;1;0;1;0
0.75;0.76;0;1;0;1;0;0;0;0;1;0
-0.54;-0.33;0;0;1;1;0;1;0;0;0;0
-1.08;-0.84;1;1;0;0;0;0;0;0;0;0
-1.22;-0.87;1;0;1;0;0;0;0;1;0;0
-1.63;1.24;0;0;1;0;1;0;0;0;1;0
0.41;0.04;0;0;0;0;1;1;1;1;0;0
0.62;1.19;0;1;0;0;0;1;1;0;0;0
0.55;-0.79;1;0;1;0;1;0;1;1;1;0
1.57;0.82;0;0;0;0;1;1;1;0;1;0
1.3;0;0;0;0;0;1;0;1;0;1;0
-0.54;0.44;1;0;0;0;1;1;0;0;1;0
0.28;0.49;0;0;1;0;0;0;0;0;1;0
-1.29;-1.05;1;1;1;1;0;0;1;1;0;0
-1.69;-0.87;1;0;1;1;0;1;1;1;1;0
0.35;-1.51;1;1;1;1;0;0;0;0;1;0
-1.63;-0.44;1;1;0;1;1;1;0;1;1;0
-1.08;0.28;1;0;1;0;1;1;0;0;1;0
-0.13;-1.69;0;1;0;0;1;0;0;0;0;0
-1.42;0.9;1;0;1;0;1;1;0;0;1;0
0.55;0.93;0;1;1;0;0;0;1;1;0;0
1.09;-0.5;1;1;1;0;1;1;0;1;0;0
1.3;-0.78;1;1;0;0;0;0;0;0;0;1
0.96;0.65;1;0;0;0;0;0;1;0;0;0
0.82;0.65;1;0;1;0;1;1;0;0;0;0
-0.95;-0.48;0;1;1;1;1;1;1;0;1;0
1.5;0.87;0;1;0;1;0;0;1;0;0;1
-1.29;-1.32;0;1;0;0;0;0;0;1;0;0
-0.06;-0.26;0;1;0;0;1;0;0;0;0;0
0.75;1.01;1;1;0;0;1;0;1;1;1;0
0.55;0.12;0;0;1;1;0;1;1;0;1;0
1.09;-1.28;1;1;1;0;1;1;0;0;0;0
0.07;-1.42;0;0;1;1;1;0;1;1;1;0
0.48;-0.8;1;0;1;0;0;1;1;1;0;0
-1.56;-1.29;1;1;0;0;1;1;0;1;1;0
0.62;-0.89;0;0;0;0;1;1;0;1;1;0
0.21;-0.8;1;0;1;1;1;0;0;1;1;0
0.35;0.41;0;0;0;1;0;1;0;0;1;0
1.3;0.49;1;0;0;0;1;1;1;0;0;0
-0.2;-1.49;0;0;1;0;0;0;1;0;1;0
1.7;1.43;0;1;0;1;1;0;1;1;0;0
1.64;-1.26;1;1;1;1;1;0;1;1;0;0
0.14;-1.57;0;0;0;1;1;0;0;1;0;0
-1.01;-0.42;0;0;1;1;0;1;0;1;0;0
1.7;0.45;1;0;0;1;1;0;0;0;1;0
-0.2;-1.25;0;1;1;0;0;1;1;0;1;0
0.48;0.21;0;0;1;0;1;0;0;0;1;0
0.75;-0.59;1;1;0;1;0;0;0;0;0;1
-0.54;0.44;0;1;0;1;0;0;0;0;0;0
1.16;0.16;0;0;1;0;1;1;0;0;0;0
1.03;1.31;1;0;0;0;0;1;1;0;0;0
0.35;-0.98;0;0;1;0;0;0;0;1;1;0
0.62;0.43;0;0;0;0;1;1;0;1;0;0
-0.13;-1.41;0;1;0;0;1;1;0;0;1;0
-1.15;1.22;1;1;0;0;0;1;0;0;0;0
0.89;0.94;0;0;0;1;1;0;1;0;1;0
0.82;0.43;1;0;1;1;0;0;1;1;1;0
-1.01;0.04;1;0;0;1;1;0;1;0;1;0
-0.74;-1.69;0;1;0;0;0;0;1;1;0;0
-0.2;1.23;0;0;1;0;0;1;0;1;1;0
-1.22;0.07;0;0;1;1;1;0;1;0;1;0
-0.88;-1.13;0;0;1;0;0;0;1;0;0;0
0.35;1.24;1;1;0;1;0;1;0;0;0;0
0.82;-0.21;0;1;0;1;0;0;0;1;1;0
0.21;1.2;1;0;0;1;1;0;0;1;1;0
-0.74;1.68;1;1;0;0;0;0;0;1;1;0
1.57;0.68;1;0;1;1;0;1;1;1;0;0
-0.88;1.04;0;1;0;0;1;0;0;1;0;0
0.69;-0.88;1;0;1;1;1;0;0;0;1;0
1.43;0.88;1;0;0;1;0;1;0;1;1;0
1.7;-0.66;1;0;0;0;1;1;0;1;0;0
-0.47;-0.7;0;0;1;0;0;1;1;0;0;0
0.96;0.46;1;1;0;0;1;0;0;0;0;0
0.07;0.51;1;1;0;0;0;0;1;0;0;0
-1.49;0.14;0;0;0;1;0;0;1;0;0;0
-0.27;0.79;0;1;0;0;1;0;1;0;0;0
0.89;-0.72;1;1;0;1;0;1;0;1;0;0
-1.01;0.85;0;0;1;0;0;1;1;0;1;0
-1.08;-1.65;1;0;0;1;0;1;0;1;1;0
-1.22;1.46;0;0;0;0;0;0;1;1;1;0
-1.35;1.67;0;1;1;1;0;0;1;1;1;0
0.96;-0.18;0;1;0;0;1;0;0;0;0;0
-1.22;0.53;1;1;0;1;1;0;1;1;1;0
0.01;1.15;1;0;1;1;1;0;1;1;0;0
1.43;0.62;1;1;1;0;0;0;0;1;1;0
-1.35;1.71;1;1;0;0;1;0;1;1;0;0
0.69;1.46;1;1;1;0;1;0;0;0;1;0
-0.61;0.49;0;1;1;0;1;0;0;1;1;0
-1.22;-1.07;1;1;0;1;0;1;0;1;0;0
1.09;1.53;0;0;0;1;0;1;1;0;0;0
0.14;1.38;0;0;1;0;1;0;0;1;0;0
-1.63;1.32;1;1;0;0;0;1;1;1;0;0
1.7;0.8;1;1;0;0;1;0;0;1;1;0
1.09;-0.31;1;0;0;0;1;0;0;1;0;0
0.89;0.41;0;0;0;0;1;1;1;0;1;0
-0.27;-1.22;0;1;0;1;0;0;1;1;0;0
1.7;1.3;0;1;0;0;1;0;0;0;1;0
-0.13;1.56;1;0;0;0;0;1;1;1;0;0
0.96;-1.03;0;0;1;0;0;1;0;1;0;0
0.07;0.32;0;1;0;0;1;1;1;0;0;0
-1.29;0.98;1;1;0;1;1;0;0;0;0;0
0.89;-0.8;1;0;0;0;1;0;0;1;0;0
0.62;0.8;1;1;1;1;1;0;1;1;0;0
-1.15;0.25;1;0;0;1;0;0;1;1;1;0
1.64;1.41;1;1;1;0;1;1;0;0;1;0
-1.01;1.27;0;0;0;1;1;0;0;0;1;0
1.64;0.84;0;0;1;1;1;0;1;1;1;0
1.5;0.71;1;0;1;1;1;1;0;1;0;0
-1.69;1.61;1;0;1;0;0;1;0;0;1;0
-0.74;-1.3;0;1;1;1;0;0;1;1;1;0
-0.95;1.68;1;1;1;1;0;0;0;0;0;0
0.89;1.32;0;0;1;1;0;1;0;0;0;0
1.36;0.56;1;1;1;1;0;1;1;0;0;0
-1.08;1.1;1;0;0;0;0;0;0;0;0;0
0.01;-0.62;1;1;0;0;0;0;0;1;0;0
0.21;-0.18;1;1;0;1;0;1;0;1;1;0
1.23;1.04;1;1;0;1;0;0;1;0;1;0
-0.74;0.06;0;0;0;1;0;0;0;0;0;0
-0.06;0.13;1;1;0;0;0;1;1;0;1;0
-1.42;-1.62;1;1;1;1;1;0;1;0;0;0
1.7;-0.25;0;0;0;1;1;1;1;0;1;0
0.55;0.72;0;0;1;1;0;1;0;0;0;0
1.7;1.02;0;0;1;0;0;1;1;0;1;0
-1.29;0.64;1;1;0;0;0;1;1;1;1;0
1.16;-0.52;0;1;0;1;1;0;1;1;0;0
-0.54;-0.36;0;0;1;1;1;1;0;1;0;0
0.96;-0.62;1;1;0;0;1;1;1;0;0;0
-0.27;1.03;1;0;0;0;0;0;1;0;0;0
1.36;1.44;1;1;1;0;0;0;0;1;1;0
0.14;-0.28;0;1;0;1;1;0;1;0;1;0
-1.69;-1.18;0;0;1;0;0;1;1;1;1;0
0.14;0.04;1;1;1;1;1;0;1;0;0;0
0.48;0.75;1;0;1;1;1;1;1;0;1;0
0.75;-0.69;0;0;0;0;0;0;1;0;0;1
0.28;0.12;1;1;1;0;1;1;0;0;0;0
-0.27;1.24;0;0;0;1;1;0;0;1;1;0
0.55;1.46;0;0;1;0;1;1;0;0;1;0
0.55;-0.64;0;1;1;0;1;0;1;0;0;0
-0.74;0.13;0;1;0;1;0;0;0;1;1;0
0.82;-0.95;1;1;0;1;1;1;1;1;1;0
0.55;-0.92;0;1;0;1;0;0;0;1;0;0
1.23;-0.19;0;1;1;1;0;1;0;0;0;1
-1.63;0.46;1;1;1;1;0;1;1;0;0;0
1.36;-1.22;0;1;1;0;0;1;0;1;0;0
-0.61;0.64;1;0;0;1;1;1;0;1;0;0
1.5;-1.69;1;0;1;1;1;0;0;1;0;0
-0.13;-0.5;0;1;0;1;0;0;0;0;1;0
-0.74;-0.42;1;0;1;0;1;1;0;1;1;0
1.23;-0.54;1;0;1;1;1;0;1;1;0;0
0.75;-1.56;0;0;1;1;0;1;0;1;0;0
1.5;1.01;0;1;1;1;0;0;1;0;1;0
-1.35;-0.7;1;0;1;0;1;1;1;1;0;0
0.01;0.35;1;0;1;1;1;0;1;0;1;0
-1.63;0.8;0;0;0;0;1;1;1;0;1;0
1.57;-1.34;1;1;0;0;0;0;1;0;0;1
-0.74;-0.25;1;0;0;0;0;0;1;1;0;0
1.23;1.48;1;1;0;1;0;0;0;0;1;0
0.62;-1.41;1;0;1;1;1;1;0;0;0;0
-1.15;0.73;0;0;0;0;1;0;0;1;0;0
-0.13;0.43;0;0;1;0;0;0;1;1;1;0
0.35;0.24;0;1;1;0;0;0;1;1;0;0
-1.15;0.62;1;1;0;0;0;0;0;0;0;0
-0.61;-0.05;0;0;0;0;1;1;1;0;0;0
-1.22;0.15;0;1;0;1;0;1;1;1;0;0
0.48;-0.38;1;1;1;0;1;0;0;0;0;0
0.41;-0.95;0;1;0;1;0;1;0;0;1;0
-1.56;0.65;1;0;1;1;1;1;0;1;0;0
-1.15;-0.26;0;0;1;1;1;0;1;1;1;0
0.75;-1.54;0;0;1;0;0;1;1;1;1;0
-0.27;-0.18;1;0;0;1;1;1;1;1;0;0
1.03;-0.2;0;1;0;1;0;1;0;1;1;0
0.28;1.23;0;0;0;1;1;1;0;0;0;0
-1.15;1;1;0;1;0;0;1;0;0;0;0
-1.49;-0.99;1;1;1;1;1;0;0;1;0;0
0.75;-0.23;0;1;1;1;0;1;1;0;0;0
1.16;0.18;0;0;1;1;1;0;1;1;1;0
1.43;-0.91;1;0;0;0;1;1;1;1;0;0
0.82;1.37;0;0;1;1;0;1;0;1;1;0
1.23;0.96;1;0;0;1;1;1;0;1;1;0
-0.27;-0.64;0;0;1;0;1;0;1;1;1;0
-1.15;-0.15;1;0;1;0;1;1;0;1;1;0
-1.63;0.61;0;1;1;0;1;0;0;1;0;0
-1.63;0.33;0;1;1;1;0;0;0;1;0;0
1.23;-0.18;1;1;0;1;1;0;0;1;1;0
0.21;1.7;1;0;0;1;1;0;1;1;0;0
0.69;1.24;0;0;0;1;0;0;0;1;0;0
1.64;1.69;1;0;1;0;1;1;1;0;1;0
-1.35;0.83;1;1;1;1;0;1;0;1;0;0
1.64;-1.42;0;0;0;1;0;1;1;1;1;0
0.55;-0.9;0;1;0;1;0;1;0;1;1;0
-0.33;1.56;1;1;0;0;1;0;1;1;0;0
0.89;-0.7;1;0;1;1;0;0;1;0;0;1
0.75;0.79;1;1;1;0;0;0;0;0;0;1
-0.4;0.42;0;0;0;0;1;0;1;1;1;0
-1.08;-0.46;1;0;0;0;1;0;1;1;1;0
-0.4;-1.37;1;0;1;0;0;0;0;0;1;0
0.48;1.39;1;0;0;0;0;0;1;0;0;0
0.14;1.42;1;1;1;0;0;0;1;0;1;0
-0.67;-1.04;1;0;1;0;1;1;1;0;0;0
1.5;1.53;0;1;0;1;0;0;1;1;1;0
1.7;1.15;0;0;1;1;0;1;1;1;1;0
0.01;-0.55;1;1;0;1;1;1;1;1;0;0
-1.63;-1.14;0;1;1;0;0;1;1;0;1;0
0.07;1.25;0;1;1;0;1;1;1;0;0;0
0.01;-1.24;0;0;0;1;0;1;1;0;1;0
1.36;1.11;0;1;0;0;0;0;1;0;1;0
0.89;0.52;1;1;0;0;0;0;1;1;1;0
1.5;0.61;1;1;1;1;0;1;1;0;0;0
1.03;1.41;0;0;0;0;0;1;1;0;0;0
0.96;0.62;0;1;1;0;0;1;0;1;0;0
-0.4;-1.54;1;0;1;1;1;1;0;0;0;0
-1.56;1.62;1;0;0;1;0;0;0;0;1;0
-1.22;-1.4;1;0;1;1;0;0;1;0;0;0
-1.42;0.78;1;1;1;0;0;0;0;1;1;0
-1.42;1.09;1;1;0;0;0;0;1;0;1;0
1.16;0.18;0;0;0;1;0;1;0;0;0;0
-0.88;0.42;1;0;0;1;0;0;1;0;0;0
0.96;0.47;1;1;1;0;0;0;0;0;0;1
-1.08;0.56;0;0;1;0;1;1;1;0;0;0
-1.01;1.21;1;0;0;0;0;0;1;1;1;0
0.75;-0.65;1;0;1;0;1;0;0;0;1;0
-0.2;0.92;1;0;1;1;1;0;1;1;1;0
0.69;-1.56;1;0;1;0;1;0;1;0;0;0
-0.47;1.57;0;0;1;1;0;1;0;1;0;0
-0.95;1.42;0;1;1;1;0;0;1;1;1;0
1.57;0.62;1;1;1;0;1;1;0;0;1;0
0.01;0.74;1;0;0;0;0;1;0;1;0;0
0.41;-0.42;1;0;1;0;1;1;0;1;1;0
1.5;1.18;1;0;0;1;1;1;0;1;0;0
-0.4;0.68;1;1;0;0;1;0;0;1;1;0
-1.69;-0.55;0;1;0;1;0;1;0;1;0;0
0.01;0.09;0;1;1;1;1;0;0;0;1;0
0.89;-1;1;1;0;1;0;0;1;1;1;0
0.75;-1.65;1;1;0;0;0;0;0;1;1;0
-0.13;-1.24;0;1;0;1;1;1;0;0;1;0
-0.81;0.91;1;0;0;0;0;0;0;0;1;0
-0.13;-0.79;0;1;1;1;1;1;0;0;1;0
-1.56;-1.41;1;0;1;1;0;1;1;1;0;0
-1.56;-0.3;1;0;0;0;1;1;0;0;1;0
-0.27;-1.36;0;0;1;1;1;0;1;1;1;0
0.41;0.17;1;0;0;1;0;0;0;1;0;0
1.64;0.12;0;0;0;1;1;0;0;0;0;0
0.62;0.23;0;1;0;0;0;1;0;0;0;0
1.23;-0.89;1;1;0;0;1;0;1;0;1;0
0.07;0.67;0;1;1;1;1;0;1;1;1;0
0.01;0.38;0;0;0;1;0;0;0;1;0;0
0.96;-0.47;0;0;1;0;1;0;0;0;0;0
1.57;0.04;1;1;1;0;1;1;1;1;1;0
-0.61;-0.62;0;0;0;1;1;0;0;0;1;0
-0.13;0.89;0;0;1;1;1;0;0;1;0;0
0.28;1.55;1;0;0;0;0;1;1;1;0;0
1.3;1.29;0;1;1;1;0;0;0;1;0;0
-0.2;-0.55;1;1;1;0;1;0;1;1;1;0
-1.08;-0.22;0;1;1;0;1;0;0;0;1;0
-1.22;0.49;1;0;1;0;0;1;1;0;1;0
1.57;-1.55;1;1;1;1;0;1;1;0;0;1
1.36;-1.16;0;0;1;1;1;1;0;1;1;0
-0.13;1.08;0;1;0;1;1;1;1;1;0;0
0.01;-1.26;1;1;0;0;1;1;1;1;0;0
-0.2;-1;0;1;0;0;0;0;1;1;0;0
-0.54;0.31;1;1;0;0;0;0;1;0;1;0
-0.47;-1.31;0;1;1;1;1;0;0;0;1;0
-1.29;1.38;1;1;1;0;0;1;0;1;0;0
0.55;1.71;0;1;1;0;1;0;0;0;1;0
1.36;0.84;0;0;0;1;1;0;1;1;0;0
1.5;-0.04;0;0;0;1;1;1;0;1;0;0
0.75;1.01;0;1;1;1;1;0;0;0;0;0
-1.42;1.16;0;0;1;0;1;0;0;0;0;0
-0.33;-1.02;0;0;0;0;1;0;0;1;0;0
-1.49;-0.52;0;1;0;0;1;1;0;1;1;0
0.28;-0.7;0;0;0;0;1;1;1;0;1;0
-1.08;0.98;1;0;1;1;0;1;0;1;0;0
-0.33;-0.49;1;0;1;0;1;1;1;0;1;0
-0.06;0.82;1;0;0;1;1;1;0;0;0;0
0.96;-0.8;1;0;1;0;1;0;0;0;0;0
1.3;-1.48;0;1;1;1;0;1;0;1;1;0
-0.2;1.25;1;1;0;0;0;0;1;1;1;0
0.96;0.17;0;0;1;0;0;0;0;1;0;0
1.23;0.75;1;0;1;1;1;0;0;0;0;0
1.03;0.22;1;1;0;0;1;0;0;0;0;0
-0.06;0.5;1;0;0;1;0;0;1;0;1;0
0.28;1.61;1;1;0;0;1;1;0;1;1;0
-1.69;-0.84;0;1;0;1;1;1;0;0;0;0
0.07;-0.54;0;0;0;0;0;1;1;0;1;0
-0.47;-1.71;0;1;0;0;1;0;0;0;0;0
1.03;-0.73;1;1;0;1;0;0;0;0;1;0
0.96;-0.14;1;1;1;1;0;1;1;0;0;0
-1.15;0.21;1;0;0;1;0;0;1;0;0;0
-0.4;0.79;1;1;1;1;1;1;0;0;0;0
0.48;-0.27;1;1;0;0;1;0;1;1;0;0
-0.54;-1.06;1;0;0;1;1;1;0;1;0;0
0.48;-0.6;0;0;1;0;0;1;0;1;1;0
-1.69;-1.21;1;0;1;1;0;1;0;1;0;0
1.03;1.32;1;0;0;0;1;0;0;0;1;0
1.43;0.87;1;0;1;1;0;1;0;1;0;0
-0.33;-0.52;1;0;0;0;0;0;1;0;1;0
1.16;0.16;0;0;0;0;1;1;1;0;1;0
-0.74;0.04;0;1;1;0;1;0;0;0;1;0
0.62;1.11;0;0;0;1;0;1;1;0;0;0
0.69;-1.19;0;1;0;1;0;1;1;1;1;0
0.35;0.25;0;0;1;0;0;1;1;1;1;0
-1.35;0.26;0;1;0;1;0;1;0;0;1;0
-0.67;-0.01;1;0;1;0;1;0;1;1;0;0
-1.29;0.78;1;0;0;1;0;1;1;1;1;0
-0.81;0.42;1;0;1;1;0;0;1;0;1;0
-0.74;0.58;1;0;1;1;1;1;0;0;1;0
-0.61;1.35;0;1;1;1;1;0;0;1;1;0
-0.2;1.18;1;1;1;0;1;1;0;0;1;0
-1.63;-1.1;1;0;1;0;0;1;0;0;0;0
1.7;-1.41;1;1;1;0;0;1;0;0;1;0
0.41;0.89;0;1;1;0;0;1;0;1;1;0
0.35;1.45;0;1;0;1;1;1;0;0;1;0
1.43;-1.22;1;0;1;1;0;0;1;0;0;1
1.23;0.03;1;0;1;0;0;1;1;1;1;0
0.28;1.53;0;0;0;0;1;0;0;0;1;0
-0.4;1.19;0;1;0;1;0;1;1;0;0;0
1.03;-0.26;0;0;1;1;1;0;0;0;1;0
0.21;-1.51;1;0;0;1;1;0;0;1;1;0
0.55;1.02;0;1;1;0;0;1;0;0;1;0
0.62;-0.14;1;1;0;0;0;1;0;1;1;0
-1.42;0.74;0;0;0;0;0;0;1;1;1;0
-1.49;-0.51;1;1;1;0;1;1;1;1;0;0
-0.4;1.04;0;1;1;0;1;1;1;0;0;0
-0.81;0.4;0;0;1;1;0;0;0;0;1;0
1.3;-1.25;0;1;1;0;0;1;0;0;0;1
-1.08;-1.49;0;0;1;1;0;1;1;0;1;0
0.69;-1.26;0;0;0;1;1;1;1;1;0;0
0.21;0.49;0;0;0;1;0;0;1;1;0;0
-1.35;-0.77;1;0;0;0;0;0;1;1;0;0
-0.67;0.96;0;0;0;0;0;1;0;0;0;0
0.21;-0.93;0;1;0;0;0;1;1;1;1;0
0.82;0.64;0;0;1;0;1;0;0;1;1;0
-1.63;1.04;0;0;0;0;0;1;0;0;0;0
0.07;-0.38;0;1;1;0;0;1;0;0;0;0
-0.88;-0.74;1;0;0;1;1;0;0;0;0;0
-1.35;-1.5;0;0;0;0;1;0;0;0;1;0
-0.61;-0.34;0;1;0;1;0;0;0;1;1;0
-1.15;-0.25;1;0;1;0;0;1;1;1;0;0
-1.49;0.8;0;1;0;1;1;1;0;0;1;0
0.41;-1.11;1;1;1;0;1;0;0;1;1;0
0.69;-1.14;0;1;1;0;0;0;0;1;1;0
1.09;-1.49;0;0;0;0;0;0;0;0;0;1
1.16;-1;1;0;1;1;0;1;0;1;0;0
0.96;-0.7;0;0;1;0;1;1;1;1;0;0
1.36;-0.5;0;0;0;0;0;0;0;1;1;0
0.28;1.18;0;1;0;0;0;0;1;1;1;0
-1.49;-1.21;1;1;0;0;1;0;1;0;0;0
-0.33;1.11;0;0;1;1;1;0;1;0;0;0
-0.33;1.62;1;1;0;0;1;0;0;0;0;0
0.14;-0.1;1;1;1;0;1;1;0;0;1;0
1.16;0.14;1;1;0;0;1;1;0;1;1;0
1.36;-1.68;1;0;1;1;1;0;1;0;1;0
-1.42;-0.43;1;1;0;1;1;0;1;0;0;0
-1.69;0.16;1;1;1;0;1;0;0;0;1;0
0.96;0.37;1;0;0;0;0;0;1;1;0;0
-1.01;-0.34;1;1;0;1;1;1;0;0;1;0
-1.01;-0.34;0;0;0;1;1;0;1;1;0;0
1.16;-0.38;1;0;0;0;1;1;0;1;0;0
-1.69;0.58;0;1;0;1;1;1;0;1;1;0
-1.08;0.08;0;1;1;0;0;1;0;1;0;0
-0.54;0.54;0;0;0;1;0;0;0;0;0;0
-0.54;1.12;0;0;1;1;0;0;0;1;1;0
0.07;0.3;1;1;0;0;0;0;0;1;1;0
1.36;-0.76;1;0;1;1;0;0;0;1;1;0
0.55;-0.47;0;0;1;1;1;0;1;0;0;0
0.07;-0.02;0;0;0;1;1;0;1;0;0;0
0.69;0.12;1;1;0;1;1;1;1;0;0;0
-1.35;-0.05;1;1;0;1;0;0;0;1;1;0
-1.69;1.33;1;0;0;0;1;1;0;1;0;0
1.16;-1.1;1;0;1;0;1;1;1;0;0;0
-0.4;-0.85;0;0;0;1;0;1;0;1;0;0
-0.47;-0.57;0;1;1;1;0;0;1;0;1;0
-1.22;1.04;0;1;1;1;0;0;0;1;0;0
-0.81;-1.03;0;1;1;0;0;0;1;1;1;0
-0.54;1.19;0;1;1;0;1;1;1;1;1;0
-0.2;-1.69;0;1;0;0;0;1;1;0;0;0
-0.67;-1.66;1;1;0;0;0;0;1;1;0;0
0.01;1.59;0;1;0;0;1;1;1;1;1;0
-1.42;0.53;1;0;1;1;1;0;0;1;0;0
0.28;-1.1;1;1;1;0;1;0;0;0;0;0
0.62;-1.16;1;1;0;0;0;1;0;0;0;0
-0.33;0.88;1;1;1;1;1;1;0;1;1;0
